Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture
Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,KIA,NIRO EV+ DELUXE,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,HONDA,VEZEL,Petrol,1496,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,218IA GRAN COUPE M SPORT EDITION (F44),Petrol,1499,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,AUDI,Q5 45 TFSI QUATTRO,Petrol,1984,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,D,-,6,"<= 150,000",2010
Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020
Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,MINI,MINI COOPER CLUBMAN AUTOMATIC (F54),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,KIA,SORENTO PE 2.4 GDI GT AWD,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014
Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,MERCEDES-AMG CLA35 4MATIC COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,AUDI,Q3 35 TFSI,Petrol,1498,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MAZDA,MAZDA6 IPM4 WAGON 2.5 I-NAPPA,Petrol,2488,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,COROLLA FIELDER HYBRID,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014
Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,MERCEDES-AMG C43 4M FL(W205),Petrol,2996,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,B.M.W.,X7 XDRIVE40IA 7-SEATER PURE EXCELLENCE (G07),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020
Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,CIVIC TYPE R,Petrol,1996,SALOON,A,-,3,"> 300,000 and <= 500,000",2020
Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,MAZDA,CX-5 IPM3 2.0 CORE,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019
Private Car,SUBARU,IMPREZA WRX STI,Petrol,1994,SALOON,C2,-,4,"> 150,000 and <= 300,000",2010
Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2013
Private Car,MAZDA,CX-5 IPM3 2.5 I-SPECIAL,Petrol,2488,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,PORSCHE,TAYCAN 4S,Electric,-,SALOON,A,-,4,"> 500,000",2020
Private Car,MAZDA,EUNOS ROADSTER M2 1028,Petrol,1839,CONVERTIBLE,C2,-,1,"<= 150,000",1994
Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,M235IA XDRIVE GRAN COUPE (F44),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,HYUNDAI,KONA ELECTRIC,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,7,"> 150,000 and <= 300,000",2015
Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,6,"<= 150,000",2015
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,7,"<= 150,000",2011
Private Car,PORSCHE,911 CARRERA 4S CABRIOLET,Petrol,2981,CONVERTIBLE,A,-,3,"> 500,000",2020
Private Car,MERCEDES BENZ,MERCEDES-AMG CLA45 S 4M+ COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 500,000",2020
Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,7,"<= 150,000",2010
Private Car,PORSCHE,CAYENNE COUPE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2020
Private Car,PORSCHE,911 CARRERA S COUPE,Petrol,2981,SALOON,A,-,3,"> 500,000",2019
Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019
Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,MAZDA,CX-8 2.5 I-PLUS,Petrol,2488,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,E200 EXCLUSIVE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,PORTE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013
Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FREED HYBRID G HONDA SENSING,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2017
Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,NISSAN,LEAF,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,SUBARU,SAMBAR DIAS,Petrol,658,STATION WAGGON,C2,-,1,"<= 150,000",1998
Private Car,B.M.W.,X4 XDRIVE30IA XLINE (G02),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER XLINE (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020
Private Car,MERCEDES BENZ,MERCEDES-AMG CLA45 S 4M+ COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 500,000",2020
Private Car,HONDA,FIT HYBRID F PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,PORTE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013
Private Car,TOYOTA,CHASER,Petrol,2491,SALOON,C2,-,4,"<= 150,000",2000
Private Car,B.M.W.,320IA TOURING M SPORT EDITION (G21),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,MERCEDES BENZ,MERCEDES-AMG G63 4M FL(W463),Petrol,3982,STATION WAGGON,A,-,4,"> 500,000",2020
Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020
Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,PORSCHE,TAYCAN TURBO S,Electric,-,SALOON,A,-,4,"> 500,000",2020
Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,X7 XDRIVE40IA 7-SEATER M SPORT EDITION (G07),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,HONDA,CIVIC TYPE R,Petrol,1797,SALOON,C2,-,3,"<= 150,000",2000
Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,CIVIC R,Petrol,1990,SALOON,C2,-,3,"> 150,000 and <= 300,000",2010
Private Car,HONDA,CIVIC TYPE R,Petrol,1996,SALOON,A,-,3,"> 300,000 and <= 500,000",2020
Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020
Private Car,NISSAN,CUBE 15G,Petrol,1498,STATION WAGGON,C2,-,4,"<= 150,000",2011
Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,MERCEDES-AMG CLA35 4MATIC COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 500,000",2020
Private Car,MERCEDES BENZ,MERCEDES-AMG GLB35 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"> 150,000 and <= 300,000",2017
Private Car,KIA,SOUL EV+ PLATINUM,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,PRIUS GS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013
Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,520IA SALOON LUXURY (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,SAI HYBRID,Petrol,2362,SALOON,C2,-,4,"<= 150,000",2013
Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,SMART,SMART FORFOUR ELECTRIC DRIVE (W453),Electric,-,SALOON,A,-,3,"> 150,000 and <= 300,000",2019
Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2012
Private Car,VOLVO,XC40 B5 R-DESIGN,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,MINI,MINI COOPER S MANUAL WORKS EDITION (F56),Petrol,1998,SALOON,A,-,3,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,KIA,SPORTAGE PE GT-LINE,Petrol,1999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,SIENTA HYBRID,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2016
Private Car,TOYOTA,VELLFIRE 2.5 ZG EDITION,Petrol,2493,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2018
Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,HYUNDAI,KONA ELECTRIC,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,E200 EXCLUSIVE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,PORSCHE,MACAN,Petrol,1984,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,PORSCHE,CAYENNE COUPE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2020
Private Car,TOYOTA,86,Petrol,1998,SALOON,C2,-,3,"<= 150,000",2012
Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER M SPORT EDITION (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020
Private Car,TOYOTA,COROLLA FIELDER HYBRID,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015
Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020
Private Car,MINI,MINI 5-DOOR COOPER AUTOMATIC (F55),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,NISSAN,ELGRAND 250 HWS AVM,Petrol,2488,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,KIA,SORENTO PE 2.4 GDI X 2WD,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019
Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2012
Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,X7 XDRIVE40IA 7-SEATER M SPORT EDITION (G07),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020
Private Car,TOYOTA,PORTE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2016
Private Car,TOYOTA,86,Petrol,1998,SALOON,C2,-,3,"<= 150,000",2012
Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,M135IA XDRIVE (F40),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,PORSCHE,CAYENNE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019
Private Car,MERCEDES BENZ,MERCEDES-AMG A45 S 4MATIC+ (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 500,000",2020
Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2016
Private Car,TOYOTA,AQUA,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013
Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020
Private Car,MERCEDES BENZ,E200 EXCLUSIVE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020
Private Car,MINI,MINI COOPER CLUBMAN AUTOMATIC (F54),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,MERCEDES BENZ,MERCEDES-AMG G63 4M FL(W463),Petrol,3982,STATION WAGGON,A,-,4,"> 500,000",2020
Private Car,PEUGEOT,3008 THP 1.6L EAT8 ALLURE,Petrol,1598,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,7,"<= 150,000",2010
Private Car,PORSCHE,718 CAYMAN GTS 4.0,Petrol,3995,SALOON,A,-,1,"> 500,000",2020
Private Car,MERCEDES BENZ,E200 EXCLUSIVE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,HONDA,STREAM RSZ,Petrol,1799,STATION WAGGON,C2,-,6,"<= 150,000",2007
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,HONDA,ODYSSEY,Petrol,2356,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,EQC 400 4MATIC (N293),Electric,-,STATION WAGGON,A,-,4,"> 500,000",2020
Private Car,HONDA,VEZEL,Petrol,1496,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,X3 XDRIVE20IA (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,AUDI,A3 SPORTBACK 40 TFSI QUATTRO,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,VEZEL,Petrol,1496,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020
Private Car,VOLVO,XC60 B5 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FIT HYBRID F PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015
Private Car,HYUNDAI,IONIQ ELECTRIC,Electric,-,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2018
Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020
Private Car,LAMBORGHINI,HURACAN PERFORMANTE,Petrol,5204,SALOON,A,-,1,"> 500,000",2018
Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,B.M.W.,218IA GRAN COUPE M SPORT EDITION (F44),Petrol,1499,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FREED HYBRID,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2012
Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2011
Private Car,KIA,NIRO EV+ DELUXE,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,E200 EXCLUSIVE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
