Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture
Private Car,HYUNDAI,KONA ELECTRIC RANGE+,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,LEXUS,ES250,Petrol,2487,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,VOLVO,XC40 T5 R-DESIGN,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,MERCEDES BENZ,A220 (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2013
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2019
Private Car,HYUNDAI,KONA ELECTRIC,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,JAGUAR,F-PACE 25T PRESTIGE,Petrol,1997,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,PORSCHE,MACAN S,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019
Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,VOLKSWAGEN,T-CROSS,Petrol,999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,TOYOTA,COROLLA FIELDER HYBRID,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014
Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2014
Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013
Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,NOAH,Petrol,1986,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015
Private Car,HONDA,INTEGRA TYPE-R,Petrol,1797,SALOON,C2,-,3,"<= 150,000",1998
Private Car,MERCEDES BENZ,A220 (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,B.M.W.,118IA SPORT (F40),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015
Private Car,KIA,STONIC 1.0T DCT,Petrol,998,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2013
Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,SUBARU,XV 2.0I-S EYESIGHT AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FIT HYBRID S PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014
Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,HONDA,N BOX CUSTOM G TURBO PACKAGE,Petrol,658,STATION WAGGON,C2,-,3,"<= 150,000",2012
Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,PORSCHE,718 CAYMAN GT4,Petrol,3995,SALOON,A,-,1,"> 500,000",2020
Private Car,AUDI,RS3 SEDAN QUATTRO,Petrol,2480,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2019
Private Car,MAZDA,CX-5 IPM2 2.5 I-SPECIAL,Petrol,2488,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,MINI,MINI JOHN COOPER WORKS CLUBMAN AUTOMATIC (F54),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,MERCEDES-AMG E53 4M (W213),Petrol,2999,SALOON,A,-,4,"> 500,000",2019
Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,HONDA,CIVIC R,Petrol,1998,SALOON,C2,-,3,"> 150,000 and <= 300,000",2010
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,PORSCHE,MACAN,Petrol,1984,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2020
Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2011
Private Car,KIA,CERATO 1.6 MPI,Petrol,1591,SALOON,A,-,4,"<= 150,000",2019
Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,VELLFIRE,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2012
Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2016
Private Car,TESLA,MODEL X LONG RANGE,Electric,-,STATION WAGGON,A,-,5,"> 500,000",2019
Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,VOLKSWAGEN,NEW GOLF GTI PERFORMANCE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2016
Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,NISSAN,SILVIA,Petrol,1998,SALOON,C2,-,3,"<= 150,000",1999
Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,AUDI,A4 AVANT 40 TFSI,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,HYUNDAI,IONIQ ELECTRIC (URBAN),Electric,-,SALOON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,TOYOTA,COROLLA RUMION,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2010
Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,TOYOTA,ARISTO S300 VERTEX-ED,Petrol,2997,SALOON,C2,-,4,"<= 150,000",1999
Private Car,TOYOTA,PRIUS GS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012
Private Car,KIA,CERATO 1.6 MPI,Petrol,1591,SALOON,A,-,4,"<= 150,000",2019
Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,TOYOTA,TOWNACE,Petrol,1495,STATION WAGGON,C2,-,4,"<= 150,000",2015
Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019
Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,MERCEDES BENZ,E280,Petrol,2799,STATION WAGGON,C2,-,6,"<= 150,000",1993
Private Car,LAMBORGHINI,URUS 4.0 - 5 SEATS,Petrol,3996,STATION WAGGON,A,-,4,"> 500,000",2020
Private Car,TOYOTA,PORTE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013
Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2014
Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,LANDROVER,RRS 3.0 P400 7S SE,Petrol,2996,STATION WAGGON,A,-,6,"> 500,000",2019
Private Car,KIA,SPORTAGE PE GT-LINE,Petrol,1999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2015
Private Car,TOYOTA,VELLFIRE ZG,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2019
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,SUBARU,IMPREZA SPORTS SEDAN WRX TYPE RA STI VERSION VI LTD,Petrol,1994,SALOON,C2,-,4,"<= 150,000",2000
Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,ESTIMA HYBRID,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2016
Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019
Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020
Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020
Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020
Private Car,KIA,CERATO 1.6 MPI PREMIUM,Petrol,1591,SALOON,A,-,4,"<= 150,000",2019
Private Car,TOYOTA,MARK X,Petrol,2499,SALOON,C2,-,4,"<= 150,000",2010
Private Car,AUDI,Q5 45 TFSI QUATTRO,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,NISSAN,CUBE 15G,Petrol,1498,STATION WAGGON,C2,-,4,"<= 150,000",2009
Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,AUDI,Q7 55 TFSI QUATTRO,Petrol,2995,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,LEXUS,CT200H,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,STEPWGN SPADA Z COOL SPIRIT,Petrol,1997,STATION WAGGON,C2,-,7,"<= 150,000",2012
Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011
Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER XLINE (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011
Private Car,MAZDA,MAZDA2 IPM4 1.5 HIGH,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020
Private Car,TOYOTA,CAMRY 2.5,Petrol,2494,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,COROLLA RUMION,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2011
Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2016
Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020
Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2018
Private Car,MERCEDES BENZ,V260 AVANTGARDE L FACELIFT,Petrol,1991,STATION WAGGON,A,-,7,"> 300,000 and <= 500,000",2019
Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,AUDI,A6 45 TFSI QUATTRO,Petrol,1984,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,FIAT,500,Petrol,498,SALOON,D,-,1,"<= 150,000",1972
Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020
Private Car,MAZDA,MAZDA2 IPM4 1.5 I-PLUS,Petrol,1496,SALOON,A,-,4,"<= 150,000",2019
Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011
Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,VOLVO,XC90 T6 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,B.M.W.,320IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,KIA,CERATO 2.0 MPI,Petrol,1999,SALOON,A,-,4,"<= 150,000",2018
Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,VELLFIRE ZG,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019
Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,7,"<= 150,000",2011
Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020
Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2013
Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,MAZDA,7G MAZDA3 SEDAN 2.0 I-PLUS,Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,FJ CRUISER,Petrol,3955,STATION WAGGON,C2,-,4,"> 150,000 and <= 300,000",2012
Private Car,KIA,MORNING LX,Petrol,1248,SALOON,A,-,4,"<= 150,000",2020
Private Car,AUDI,Q7 55 TFSI QUATTRO,Petrol,2995,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019
Private Car,SUBARU,BRZ 2.0 RWD 6MT,Petrol,1998,SALOON,A,-,3,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020
Private Car,PORSCHE,CAYENNE COUPE,Petrol,2995,STATION WAGGON,A,-,3,"> 500,000",2020
Private Car,TOYOTA,RACTIS WELCAB,Petrol,1329,Station Waggon(WA),C2,-,3,"<= 150,000",2013
Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020
Private Car,MITSUBISHI,LANCER EVOLUTION VI GSR,Petrol,1998,SALOON,C2,-,4,"<= 150,000",2000
Private Car,RENAULT,MEGANE RS 280,Petrol,1798,SALOON,A,-,4,"> 150,000 and <= 300,000",2019
Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2012
Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012
Private Car,MITSUBISHI,LANCER GSR EVOLUTION VI,Petrol,1997,SALOON,C2,-,4,"<= 150,000",2000
Private Car,TOYOTA,COROLLA FIELDER HYBRID G,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014
Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2012
Private Car,KIA,SPORTAGE PE GT-LINE,Petrol,1999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,CAMRY 2.5,Petrol,2494,SALOON,A,-,4,"> 150,000 and <= 300,000",2020
Private Car,HONDA,S2000,Petrol,1997,CONVERTIBLE,C2,-,1,"<= 150,000",1999
Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020
Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C1,-,6,"> 150,000 and <= 300,000",2020
Private Car,TOYOTA,COROLLA FIELDER HYBRID,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014
Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019
